序号, 日期  ,时间 , 模块编号 ,通道, 传感器型号 , 传感器编号,数据1 ,单位1, 数据2 ,单位2,电阻值,温度,预警
34,2013-12-03,11:03,34212005,02,JMZX-XXXX,---,*,,*,,505,0.5,
35,2013-12-03,11:03,34212005,03,JMZX-XXXX,---,*,,*,,486,-1.4,
36,2013-12-03,11:03,34212005,04,JMZX-XXXX,---,*,,*,,486,-1.4,
37,2013-12-03,11:03,34212005,05,JMZX-XXXX,---,*,,*,,489,-1.1,
38,2013-12-03,11:03,34212005,06,JMZX-XXXX,---,*,,*,,492,-0.8,
39,2013-12-03,11:03,34212005,07,JMZX-XXXX,---,*,,*,,503,0.3,
40,2013-12-03,11:03,34212005,08,JMZX-XXXX,---,*,,*,,501,0.1,
41,2013-12-03,11:03,34212005,09,JMZX-XXXX,---,*,,*,,494,-0.6,
42,2013-12-03,11:03,34212005,10,JMZX-XXXX,---,*,,*,,513,1.3,
43,2013-12-03,11:03,34212005,11,JMZX-XXXX,---,*,,*,,490,-1.0,
44,2013-12-03,11:03,34212005,12,JMZX-XXXX,---,*,,*,,498,-0.2,
45,2013-12-03,11:03,34212005,13,JMZX-XXXX,---,*,,*,,490,-1.0,
46,2013-12-03,11:03,34212005,14,JMZX-XXXX,---,*,,*,,498,-0.2,
47,2013-12-03,11:03,34212005,15,JMZX-XXXX,---,*,,*,,490,-1.0,
48,2013-12-03,11:03,34212005,16,JMZX-XXXX,---,*,,*,,492,-0.8,
49,2013-12-03,11:03,34212005,17,JMZX-XXXX,---,*,,*,,505,0.5,
50,2013-12-03,11:03,34212005,18,JMZX-XXXX,---,*,,*,,513,1.3,
51,2013-12-03,11:03,34212005,19,JMZX-XXXX,---,*,,*,,491,-0.9,
52,2013-12-03,11:03,34212005,20,JMZX-XXXX,---,*,,*,,493,-0.7,
53,2013-12-03,11:03,34212005,21,JMZX-XXXX,---,*,,*,,497,-0.3,
54,2013-12-03,11:03,34212005,22,JMZX-XXXX,---,*,,*,,496,-0.4,
55,2013-12-03,11:03,34212005,23,JMZX-XXXX,---,*,,*,,500,0.0,
56,2013-12-03,11:03,34212005,24,JMZX-XXXX,---,*,,*,,493,-0.7,
57,2013-12-03,11:03,34212005,25,JMZX-XXXX,---,*,,*,,503,0.3,
58,2013-12-03,11:03,34212005,26,JMZX-XXXX,---,*,,*,,508,0.8,
59,2013-12-03,11:03,34212005,27,JMZX-XXXX,---,*,,*,,500,0.0,
60,2013-12-03,11:03,34212005,28,JMZX-XXXX,---,*,,*,,496,-0.4,
61,2013-12-03,11:03,34212005,29,JMZX-XXXX,---,*,,*,,510,1.0,
62,2013-12-03,11:03,34212005,30,JMZX-XXXX,---,*,,*,,489,-1.1,
63,2013-12-03,11:03,34212005,31,JMZX-XXXX,---,*,,*,,492,-0.8,
64,2013-12-03,11:03,34212005,32,JMZX-XXXX,---,*,,*,,506,0.6,
65,2013-12-03,11:05,34212005,01,JMZX-XXXX,---,*,,*,,506,0.6,
66,2013-12-03,11:05,34212005,02,JMZX-XXXX,---,*,,*,,506,0.6,
67,2013-12-03,11:05,34212005,03,JMZX-XXXX,---,*,,*,,500,0.0,
68,2013-12-03,11:05,34212005,04,JMZX-XXXX,---,*,,*,,498,-0.2,
69,2013-12-03,11:05,34212005,05,JMZX-XXXX,---,*,,*,,505,0.5,
70,2013-12-03,11:05,34212005,06,JMZX-XXXX,---,*,,*,,506,0.6,
71,2013-12-03,11:05,34212005,07,JMZX-XXXX,---,*,,*,,512,1.2,
72,2013-12-03,11:05,34212005,08,JMZX-XXXX,---,*,,*,,502,0.2,
73,2013-12-03,11:05,34212005,09,JMZX-XXXX,---,*,,*,,504,0.4,
74,2013-12-03,11:05,34212005,10,JMZX-XXXX,---,*,,*,,513,1.3,
75,2013-12-03,11:05,34212005,11,JMZX-XXXX,---,*,,*,,504,0.4,
76,2013-12-03,11:05,34212005,12,JMZX-XXXX,---,*,,*,,510,1.0,
77,2013-12-03,11:05,34212005,13,JMZX-XXXX,---,*,,*,,497,-0.3,
78,2013-12-03,11:05,34212005,14,JMZX-XXXX,---,*,,*,,513,1.3,
79,2013-12-03,11:05,34212005,15,JMZX-XXXX,---,*,,*,,499,-0.1,
80,2013-12-03,11:05,34212005,16,JMZX-XXXX,---,*,,*,,501,0.1,
81,2013-12-03,11:05,34212005,17,JMZX-XXXX,---,*,,*,,506,0.6,
82,2013-12-03,11:05,34212005,18,JMZX-XXXX,---,*,,*,,515,1.5,
83,2013-12-03,11:05,34212005,19,JMZX-XXXX,---,*,,*,,505,0.5,
84,2013-12-03,11:05,34212005,20,JMZX-XXXX,---,*,,*,,508,0.8,
85,2013-12-03,11:05,34212005,21,JMZX-XXXX,---,*,,*,,507,0.7,
86,2013-12-03,11:05,34212005,22,JMZX-XXXX,---,*,,*,,504,0.4,
87,2013-12-03,11:05,34212005,23,JMZX-XXXX,---,*,,*,,514,1.4,
88,2013-12-03,11:05,34212005,24,JMZX-XXXX,---,*,,*,,512,1.2,
89,2013-12-03,11:05,34212005,25,JMZX-XXXX,---,*,,*,,508,0.8,
90,2013-12-03,11:05,34212005,26,JMZX-XXXX,---,*,,*,,509,0.9,
91,2013-12-03,11:05,34212005,27,JMZX-XXXX,---,*,,*,,514,1.4,
92,2013-12-03,11:05,34212005,28,JMZX-XXXX,---,*,,*,,508,0.8,
93,2013-12-03,11:05,34212005,29,JMZX-XXXX,---,*,,*,,514,1.4,
94,2013-12-03,11:05,34212005,30,JMZX-XXXX,---,*,,*,,504,0.4,
95,2013-12-03,11:05,34212005,31,JMZX-XXXX,---,*,,*,,507,0.7,
96,2013-12-03,11:05,34212005,32,JMZX-XXXX,---,*,,*,,515,1.5,
97,2013-12-03,11:07,34212005,01,JMZX-XXXX,---,*,,*,,493,-0.7,
98,2013-12-03,11:07,34212005,02,JMZX-XXXX,---,*,,*,,506,0.6,
99,2013-12-03,11:07,34212005,03,JMZX-XXXX,---,*,,*,,488,-1.2,
100,2013-12-03,11:07,34212005,04,JMZX-XXXX,---,*,,*,,486,-1.4,
101,2013-12-03,11:07,34212005,05,JMZX-XXXX,---,*,,*,,481,-1.9,
102,2013-12-03,11:07,34212005,06,JMZX-XXXX,---,*,,*,,499,-0.1,
103,2013-12-03,11:07,34212005,07,JMZX-XXXX,---,*,,*,,495,-0.5,
104,2013-12-03,11:07,34212005,08,JMZX-XXXX,---,*,,*,,494,-0.6,
105,2013-12-03,11:07,34212005,09,JMZX-XXXX,---,*,,*,,504,0.4,
106,2013-12-03,11:07,34212005,10,JMZX-XXXX,---,*,,*,,506,0.6,
107,2013-12-03,11:07,34212005,11,JMZX-XXXX,---,*,,*,,504,0.4,
108,2013-12-03,11:07,34212005,12,JMZX-XXXX,---,*,,*,,497,-0.3,
109,2013-12-03,11:07,34212005,13,JMZX-XXXX,---,*,,*,,496,-0.4,
110,2013-12-03,11:07,34212005,14,JMZX-XXXX,---,*,,*,,520,2.0,
111,2013-12-03,11:07,34212005,15,JMZX-XXXX,---,*,,*,,491,-0.9,
112,2013-12-03,11:07,34212005,16,JMZX-XXXX,---,*,,*,,489,-1.1,
113,2013-12-03,11:07,34212005,17,JMZX-XXXX,---,*,,*,,496,-0.4,
114,2013-12-03,11:07,34212005,18,JMZX-XXXX,---,*,,*,,515,1.5,
115,2013-12-03,11:07,34212005,19,JMZX-XXXX,---,*,,*,,506,0.6,
116,2013-12-03,11:07,34212005,20,JMZX-XXXX,---,*,,*,,490,-1.0,
117,2013-12-03,11:07,34212005,21,JMZX-XXXX,---,*,,*,,500,0.0,
118,2013-12-03,11:07,34212005,22,JMZX-XXXX,---,*,,*,,498,-0.2,
119,2013-12-03,11:07,34212005,23,JMZX-XXXX,---,*,,*,,504,0.4,
120,2013-12-03,11:07,34212005,24,JMZX-XXXX,---,*,,*,,502,0.2,
121,2013-12-03,11:07,34212005,25,JMZX-XXXX,---,*,,*,,509,0.9,
122,2013-12-03,11:07,34212005,26,JMZX-XXXX,---,*,,*,,502,0.2,
123,2013-12-03,11:07,34212005,27,JMZX-XXXX,---,*,,*,,515,1.5,
124,2013-12-03,11:07,34212005,28,JMZX-XXXX,---,*,,*,,500,0.0,
125,2013-12-03,11:07,34212005,29,JMZX-XXXX,---,*,,*,,501,0.1,
126,2013-12-03,11:07,34212005,30,JMZX-XXXX,---,*,,*,,491,-0.9,
127,2013-12-03,11:07,34212005,31,JMZX-XXXX,---,*,,*,,497,-0.3,
128,2013-12-03,11:07,34212005,32,JMZX-XXXX,---,*,,*,,501,0.1,
129,2013-12-03,11:09,34212005,01,JMZX-XXXX,---,*,,*,,493,-0.7,
130,2013-12-03,11:09,34212005,02,JMZX-XXXX,---,*,,*,,494,-0.6,
131,2013-12-03,11:09,34212005,03,JMZX-XXXX,---,*,,*,,490,-1.0,
132,2013-12-03,11:09,34212005,04,JMZX-XXXX,---,*,,*,,491,-0.9,
133,2013-12-03,11:09,34212005,05,JMZX-XXXX,---,*,,*,,490,-1.0,
134,2013-12-03,11:09,34212005,06,JMZX-XXXX,---,*,,*,,505,0.5,
135,2013-12-03,11:09,34212005,07,JMZX-XXXX,---,*,,*,,502,0.2,
136,2013-12-03,11:09,34212005,08,JMZX-XXXX,---,*,,*,,502,0.2,
137,2013-12-03,11:09,34212005,09,JMZX-XXXX,---,*,,*,,489,-1.1,
138,2013-12-03,11:09,34212005,10,JMZX-XXXX,---,*,,*,,499,-0.1,
139,2013-12-03,11:09,34212005,11,JMZX-XXXX,---,*,,*,,496,-0.4,
140,2013-12-03,11:09,34212005,12,JMZX-XXXX,---,*,,*,,499,-0.1,
141,2013-12-03,11:09,34212005,13,JMZX-XXXX,---,*,,*,,495,-0.5,
142,2013-12-03,11:09,34212005,14,JMZX-XXXX,---,*,,*,,504,0.4,
143,2013-12-03,11:09,34212005,15,JMZX-XXXX,---,*,,*,,498,-0.2,
144,2013-12-03,11:09,34212005,16,JMZX-XXXX,---,*,,*,,503,0.3,
145,2013-12-03,11:09,34212005,17,JMZX-XXXX,---,*,,*,,494,-0.6,
146,2013-12-03,11:09,34212005,18,JMZX-XXXX,---,*,,*,,502,0.2,
147,2013-12-03,11:09,34212005,19,JMZX-XXXX,---,*,,*,,496,-0.4,
148,2013-12-03,11:09,34212005,20,JMZX-XXXX,---,*,,*,,496,-0.4,
149,2013-12-03,11:09,34212005,21,JMZX-XXXX,---,*,,*,,494,-0.6,
150,2013-12-03,11:09,34212005,22,JMZX-XXXX,---,*,,*,,505,0.5,
151,2013-12-03,11:09,34212005,23,JMZX-XXXX,---,*,,*,,503,0.3,
152,2013-12-03,11:09,34212005,24,JMZX-XXXX,---,*,,*,,512,1.2,
153,2013-12-03,11:09,34212005,25,JMZX-XXXX,---,*,,*,,500,0.0,
154,2013-12-03,11:09,34212005,26,JMZX-XXXX,---,*,,*,,500,0.0,
155,2013-12-03,11:09,34212005,27,JMZX-XXXX,---,*,,*,,501,0.1,
156,2013-12-03,11:09,34212005,28,JMZX-XXXX,---,*,,*,,497,-0.3,
157,2013-12-03,11:09,34212005,29,JMZX-XXXX,---,*,,*,,501,0.1,
158,2013-12-03,11:09,34212005,30,JMZX-XXXX,---,*,,*,,497,-0.3,
159,2013-12-03,11:09,34212005,31,JMZX-XXXX,---,*,,*,,511,1.1,
160,2013-12-03,11:09,34212005,32,JMZX-XXXX,---,*,,*,,516,1.6,
161,2013-12-03,11:11,34212005,01,JMZX-XXXX,---,*,,*,,492,-0.8,
162,2013-12-03,11:11,34212005,02,JMZX-XXXX,---,*,,*,,498,-0.2,
163,2013-12-03,11:11,34212005,03,JMZX-XXXX,---,*,,*,,492,-0.8,
164,2013-12-03,11:11,34212005,04,JMZX-XXXX,---,*,,*,,497,-0.3,
165,2013-12-03,11:11,34212005,05,JMZX-XXXX,---,*,,*,,498,-0.2,
166,2013-12-03,11:11,34212005,06,JMZX-XXXX,---,*,,*,,491,-0.9,
167,2013-12-03,11:11,34212005,07,JMZX-XXXX,---,*,,*,,496,-0.4,
168,2013-12-03,11:11,34212005,08,JMZX-XXXX,---,*,,*,,491,-0.9,
169,2013-12-03,11:11,34212005,09,JMZX-XXXX,---,*,,*,,493,-0.7,
170,2013-12-03,11:11,34212005,10,JMZX-XXXX,---,*,,*,,502,0.2,
171,2013-12-03,11:11,34212005,11,JMZX-XXXX,---,*,,*,,504,0.4,
172,2013-12-03,11:11,34212005,12,JMZX-XXXX,---,*,,*,,511,1.1,
173,2013-12-03,11:11,34212005,13,JMZX-XXXX,---,*,,*,,501,0.1,
174,2013-12-03,11:11,34212005,14,JMZX-XXXX,---,*,,*,,502,0.2,
175,2013-12-03,11:11,34212005,15,JMZX-XXXX,---,*,,*,,494,-0.6,
176,2013-12-03,11:11,34212005,16,JMZX-XXXX,---,*,,*,,495,-0.5,
177,2013-12-03,11:11,34212005,17,JMZX-XXXX,---,*,,*,,495,-0.5,
178,2013-12-03,11:11,34212005,18,JMZX-XXXX,---,*,,*,,488,-1.2,
179,2013-12-03,11:11,34212005,19,JMZX-XXXX,---,*,,*,,494,-0.6,
180,2013-12-03,11:11,34212005,20,JMZX-XXXX,---,*,,*,,510,1.0,
181,2013-12-03,11:11,34212005,21,JMZX-XXXX,---,*,,*,,508,0.8,
182,2013-12-03,11:11,34212005,22,JMZX-XXXX,---,*,,*,,496,-0.4,
183,2013-12-03,11:11,34212005,23,JMZX-XXXX,---,*,,*,,507,0.7,
184,2013-12-03,11:11,34212005,24,JMZX-XXXX,---,*,,*,,500,0.0,
185,2013-12-03,11:11,34212005,25,JMZX-XXXX,---,*,,*,,500,0.0,
186,2013-12-03,11:11,34212005,26,JMZX-XXXX,---,*,,*,,497,-0.3,
187,2013-12-03,11:11,34212005,27,JMZX-XXXX,---,*,,*,,516,1.6,
188,2013-12-03,11:11,34212005,28,JMZX-XXXX,---,*,,*,,506,0.6,
189,2013-12-03,11:11,34212005,29,JMZX-XXXX,---,*,,*,,516,1.6,
190,2013-12-03,11:11,34212005,30,JMZX-XXXX,---,*,,*,,491,-0.9,
191,2013-12-03,11:11,34212005,31,JMZX-XXXX,---,*,,*,,498,-0.2,
192,2013-12-03,11:11,34212005,32,JMZX-XXXX,---,*,,*,,508,0.8,
193,2013-12-03,11:13,34212005,01,JMZX-XXXX,---,*,,*,,505,0.5,
194,2013-12-03,11:13,34212005,02,JMZX-XXXX,---,*,,*,,506,0.6,
195,2013-12-03,11:13,34212005,03,JMZX-XXXX,---,*,,*,,500,0.0,
196,2013-12-03,11:13,34212005,04,JMZX-XXXX,---,*,,*,,498,-0.2,
197,2013-12-03,11:13,34212005,05,JMZX-XXXX,---,*,,*,,506,0.6,
198,2013-12-03,11:13,34212005,06,JMZX-XXXX,---,*,,*,,505,0.5,
199,2013-12-03,11:13,34212005,07,JMZX-XXXX,---,*,,*,,511,1.1,
200,2013-12-03,11:13,34212005,08,JMZX-XXXX,---,*,,*,,493,-0.7,
201,2013-12-03,11:13,34212005,09,JMZX-XXXX,---,*,,*,,496,-0.4,
202,2013-12-03,11:13,34212005,10,JMZX-XXXX,---,*,,*,,501,0.1,
203,2013-12-03,11:13,34212005,11,JMZX-XXXX,---,*,,*,,494,-0.6,
204,2013-12-03,11:13,34212005,12,JMZX-XXXX,---,*,,*,,496,-0.4,
205,2013-12-03,11:13,34212005,13,JMZX-XXXX,---,*,,*,,501,0.1,
206,2013-12-03,11:13,34212005,14,JMZX-XXXX,---,*,,*,,513,1.3,
207,2013-12-03,11:13,34212005,15,JMZX-XXXX,---,*,,*,,501,0.1,
208,2013-12-03,11:13,34212005,16,JMZX-XXXX,---,*,,*,,490,-1.0,
209,2013-12-03,11:13,34212005,17,JMZX-XXXX,---,*,,*,,494,-0.6,
210,2013-12-03,11:13,34212005,18,JMZX-XXXX,---,*,,*,,493,-0.7,
211,2013-12-03,11:13,34212005,19,JMZX-XXXX,---,*,,*,,498,-0.2,
212,2013-12-03,11:13,34212005,20,JMZX-XXXX,---,*,,*,,499,-0.1,
213,2013-12-03,11:13,34212005,21,JMZX-XXXX,---,*,,*,,508,0.8,
214,2013-12-03,11:13,34212005,22,JMZX-XXXX,---,*,,*,,493,-0.7,
215,2013-12-03,11:13,34212005,23,JMZX-XXXX,---,*,,*,,515,1.5,
216,2013-12-03,11:13,34212005,24,JMZX-XXXX,---,*,,*,,499,-0.1,
217,2013-12-03,11:13,34212005,25,JMZX-XXXX,---,*,,*,,500,0.0,
218,2013-12-03,11:13,34212005,26,JMZX-XXXX,---,*,,*,,514,1.4,
219,2013-12-03,11:13,34212005,27,JMZX-XXXX,---,*,,*,,503,0.3,
220,2013-12-03,11:13,34212005,28,JMZX-XXXX,---,*,,*,,497,-0.3,
221,2013-12-03,11:13,34212005,29,JMZX-XXXX,---,*,,*,,513,1.3,
222,2013-12-03,11:13,34212005,30,JMZX-XXXX,---,*,,*,,504,0.4,
223,2013-12-03,11:13,34212005,31,JMZX-XXXX,---,*,,*,,511,1.1,
224,2013-12-03,11:13,34212005,32,JMZX-XXXX,---,*,,*,,507,0.7,
225,2013-12-03,11:15,34212005,01,JMZX-XXXX,---,*,,*,,505,0.5,
226,2013-12-03,11:15,34212005,02,JMZX-XXXX,---,*,,*,,507,0.7,
227,2013-12-03,11:15,34212005,03,JMZX-XXXX,---,*,,*,,494,-0.6,
228,2013-12-03,11:15,34212005,04,JMZX-XXXX,---,*,,*,,498,-0.2,
229,2013-12-03,11:15,34212005,05,JMZX-XXXX,---,*,,*,,506,0.6,
230,2013-12-03,11:15,34212005,06,JMZX-XXXX,---,*,,*,,504,0.4,
231,2013-12-03,11:15,34212005,07,JMZX-XXXX,---,*,,*,,511,1.1,
232,2013-12-03,11:15,34212005,08,JMZX-XXXX,---,*,,*,,501,0.1,
233,2013-12-03,11:15,34212005,09,JMZX-XXXX,---,*,,*,,503,0.3,
234,2013-12-03,11:15,34212005,10,JMZX-XXXX,---,*,,*,,513,1.3,
235,2013-12-03,11:15,34212005,11,JMZX-XXXX,---,*,,*,,505,0.5,
236,2013-12-03,11:15,34212005,12,JMZX-XXXX,---,*,,*,,511,1.1,
237,2013-12-03,11:15,34212005,13,JMZX-XXXX,---,*,,*,,509,0.9,
238,2013-12-03,11:15,34212005,14,JMZX-XXXX,---,*,,*,,513,1.3,
239,2013-12-03,11:15,34212005,15,JMZX-XXXX,---,*,,*,,501,0.1,
240,2013-12-03,11:15,34212005,16,JMZX-XXXX,---,*,,*,,502,0.2,
241,2013-12-03,11:15,34212005,17,JMZX-XXXX,---,*,,*,,506,0.6,
242,2013-12-03,11:15,34212005,18,JMZX-XXXX,---,*,,*,,516,1.6,
243,2013-12-03,11:15,34212005,19,JMZX-XXXX,---,*,,*,,506,0.6,
244,2013-12-03,11:15,34212005,20,JMZX-XXXX,---,*,,*,,511,1.1,
245,2013-12-03,11:15,34212005,21,JMZX-XXXX,---,*,,*,,497,-0.3,
246,2013-12-03,11:15,34212005,22,JMZX-XXXX,---,*,,*,,506,0.6,
247,2013-12-03,11:15,34212005,23,JMZX-XXXX,---,*,,*,,504,0.4,
248,2013-12-03,11:15,34212005,24,JMZX-XXXX,---,*,,*,,498,-0.2,
249,2013-12-03,11:15,34212005,25,JMZX-XXXX,---,*,,*,,498,-0.2,
250,2013-12-03,11:15,34212005,26,JMZX-XXXX,---,*,,*,,497,-0.3,
251,2013-12-03,11:15,34212005,27,JMZX-XXXX,---,*,,*,,501,0.1,
252,2013-12-03,11:15,34212005,28,JMZX-XXXX,---,*,,*,,505,0.5,
253,2013-12-03,11:15,34212005,29,JMZX-XXXX,---,*,,*,,516,1.6,
254,2013-12-03,11:15,34212005,30,JMZX-XXXX,---,*,,*,,504,0.4,
255,2013-12-03,11:15,34212005,31,JMZX-XXXX,---,*,,*,,501,0.1,
256,2013-12-03,11:15,34212005,32,JMZX-XXXX,---,*,,*,,506,0.6,
257,2013-12-03,11:48,34212005,01,JMZX-XXXX,---,*,,*,,514,1.4,
258,2013-12-03,11:48,34212005,02,JMZX-XXXX,---,*,,*,,515,1.5,
259,2013-12-03,11:48,34212005,03,JMZX-XXXX,---,*,,*,,509,0.9,
260,2013-12-03,11:48,34212005,04,JMZX-XXXX,---,*,,*,,507,0.7,
261,2013-12-03,11:48,34212005,05,JMZX-XXXX,---,*,,*,,512,1.2,
262,2013-12-03,11:48,34212005,06,JMZX-XXXX,---,*,,*,,514,1.4,
263,2013-12-03,11:48,34212005,07,JMZX-XXXX,---,*,,*,,523,2.3,
264,2013-12-03,11:48,34212005,08,JMZX-XXXX,---,*,,*,,510,1.0,
265,2013-12-03,11:48,34212005,09,JMZX-XXXX,---,*,,*,,510,1.0,
266,2013-12-03,11:48,34212005,10,JMZX-XXXX,---,*,,*,,523,2.3,
267,2013-12-03,11:48,34212005,11,JMZX-XXXX,---,*,,*,,513,1.3,
268,2013-12-03,11:48,34212005,12,JMZX-XXXX,---,*,,*,,520,2.0,
269,2013-12-03,11:48,34212005,13,JMZX-XXXX,---,*,,*,,519,1.9,
270,2013-12-03,11:48,34212005,14,JMZX-XXXX,---,*,,*,,529,2.9,
271,2013-12-03,11:48,34212005,15,JMZX-XXXX,---,*,,*,,510,1.0,
272,2013-12-03,11:48,34212005,16,JMZX-XXXX,---,*,,*,,511,1.1,
273,2013-12-03,11:48,34212005,17,JMZX-XXXX,---,*,,*,,514,1.4,
274,2013-12-03,11:48,34212005,18,JMZX-XXXX,---,*,,*,,524,2.4,
275,2013-12-03,11:48,34212005,19,JMZX-XXXX,---,*,,*,,512,1.2,
276,2013-12-03,11:48,34212005,20,JMZX-XXXX,---,*,,*,,516,1.6,
277,2013-12-03,11:48,34212005,21,JMZX-XXXX,---,*,,*,,518,1.8,
278,2013-12-03,11:48,34212005,22,JMZX-XXXX,---,*,,*,,513,1.3,
279,2013-12-03,11:48,34212005,23,JMZX-XXXX,---,*,,*,,524,2.4,
280,2013-12-03,11:48,34212005,24,JMZX-XXXX,---,*,,*,,521,2.1,
281,2013-12-03,11:48,34212005,25,JMZX-XXXX,---,*,,*,,514,1.4,
282,2013-12-03,11:48,34212005,26,JMZX-XXXX,---,*,,*,,518,1.8,
283,2013-12-03,11:48,34212005,27,JMZX-XXXX,---,*,,*,,523,2.3,
284,2013-12-03,11:48,34212005,28,JMZX-XXXX,---,*,,*,,518,1.8,
285,2013-12-03,11:48,34212005,29,JMZX-XXXX,---,*,,*,,525,2.5,
286,2013-12-03,11:48,34212005,30,JMZX-XXXX,---,*,,*,,512,1.2,
287,2013-12-03,11:48,34212005,31,JMZX-XXXX,---,*,,*,,520,2.0,
288,2013-12-03,11:48,34212005,32,JMZX-XXXX,---,*,,*,,524,2.4,
289,2013-12-03,11:50,34212005,01,JMZX-XXXX,---,*,,*,,512,1.2,
290,2013-12-03,11:50,34212005,02,JMZX-XXXX,---,*,,*,,518,1.8,
291,2013-12-03,11:50,34212005,03,JMZX-XXXX,---,*,,*,,510,1.0,
292,2013-12-03,11:50,34212005,04,JMZX-XXXX,---,*,,*,,506,0.6,
293,2013-12-03,11:50,34212005,05,JMZX-XXXX,---,*,,*,,513,1.3,
294,2013-12-03,11:50,34212005,06,JMZX-XXXX,---,*,,*,,514,1.4,
295,2013-12-03,11:50,34212005,07,JMZX-XXXX,---,*,,*,,523,2.3,
296,2013-12-03,11:50,34212005,08,JMZX-XXXX,---,*,,*,,508,0.8,
297,2013-12-03,11:50,34212005,09,JMZX-XXXX,---,*,,*,,510,1.0,
298,2013-12-03,11:50,34212005,10,JMZX-XXXX,---,*,,*,,523,2.3,
299,2013-12-03,11:50,34212005,11,JMZX-XXXX,---,*,,*,,513,1.3,
300,2013-12-03,11:50,34212005,12,JMZX-XXXX,---,*,,*,,520,2.0,
301,2013-12-03,11:50,34212005,13,JMZX-XXXX,---,*,,*,,519,1.9,
302,2013-12-03,11:50,34212005,14,JMZX-XXXX,---,*,,*,,528,2.8,
303,2013-12-03,11:50,34212005,15,JMZX-XXXX,---,*,,*,,509,0.9,
304,2013-12-03,11:50,34212005,16,JMZX-XXXX,---,*,,*,,510,1.0,
305,2013-12-03,11:50,34212005,17,JMZX-XXXX,---,*,,*,,514,1.4,
306,2013-12-03,11:50,34212005,18,JMZX-XXXX,---,*,,*,,524,2.4,
307,2013-12-03,11:50,34212005,19,JMZX-XXXX,---,*,,*,,511,1.1,
308,2013-12-03,11:50,34212005,20,JMZX-XXXX,---,*,,*,,516,1.6,
309,2013-12-03,11:50,34212005,21,JMZX-XXXX,---,*,,*,,520,2.0,
310,2013-12-03,11:50,34212005,22,JMZX-XXXX,---,*,,*,,513,1.3,
311,2013-12-03,11:50,34212005,23,JMZX-XXXX,---,*,,*,,524,2.4,
312,2013-12-03,11:50,34212005,24,JMZX-XXXX,---,*,,*,,520,2.0,
